install_datetime,player_id,platform,country,screen_size,system_memory
2023-01-01 00:45:16.132000,5EBDFF6D66C42698F132C01DC026573D,android,US,5.71199989318848,3616
2022-12-19 00:59:46.194000,A0B2352754DBC05198E6917F1C24A83F,ios,AU,6.0540623664856,3851
2022-12-09 21:09:26.520000,FE5DB1168E0C3A057CD6FFA0474599F5,android,US,5.31627464294434,5627
2022-12-14 15:57:05.836000,25008EB8E0F7E7694C412AE47F125B21,ios,US,6.0540623664856,3851
2023-01-01 20:40:11.885000,40798E31D33D6E4968BD8E916C116722,android,US,5.77759027481079,7461
2022-12-23 22:00:19.982000,74401D91B27A6E50C97EB0786F68E362,android,US,7.0754861831665,2611
2022-12-31 01:45:39.120000,3492FAA51CDDE6688E02A4AA4B1CA05A,android,US,5.69688034057617,10312
2022-12-28 07:00:13.221000,65924618C824E8F0374F96D716863120,ios,US,6.05534839630127,3849
2022-12-18 00:04:45.596000,DF1610D93209562954730164FE997608,ios,US,5.85857963562012,3768
2023-01-02 19:30:34.606000,EF8B3D65E832A5E300461AB4E331F842,android,US,5.03115272521973,3617
2022-12-31 17:05:23.326000,ED13191E7A10807C71B48A2F4AE3C240,ios,US,12.9333343505859,7486
2022-12-23 02:08:05.821000,4FE29C26D2157AD598528D720CF66C7E,ios,US,4.69440984725952,989
2022-12-09 23:12:42.395000,5E6CB15FC2606AB17DA7658317DE7F40,ios,US,6.05534839630127,3851
2022-12-22 19:46:20.987000,90F1994F53AC828B93B0AAE5FC5A83C6,ios,US,6.06359004974365,3671
2022-12-18 17:57:39.791000,EFD959EEAB56D1C71D718DF3C0155F8D,ios,US,6.05534839630127,3858
2022-12-28 21:13:33.805000,FFEA02C487414358D16D1FE615C258F2,ios,AU,10.2272729873657,2941
2022-12-12 00:54:54.206000,D2B3C9D7AFA22656BD8128F943BE2C75,ios,US,6.05534839630127,2838
2022-12-31 03:56:10.497000,06982FFE02797D8C73F8685AD7C45C57,ios,US,6.68602180480957,5676
2022-12-31 23:21:16.329000,7911E3E95220DD6CD68865B6C192EDF1,ios,US,10.2272729873657,2952
2022-12-26 14:18:31.425000,F1F153C458C4100493CEBF2E252610BA,ios,US,5.41048765182495,3675
2022-12-27 01:18:52.661000,406C16C2FA0B51D4ACF8EB27B1D58B57,android,US,6.01648330688477,3658
2022-12-21 03:48:15.226000,19B307EFAB20D1CDBC2568A2132647D4,ios,US,6.05534839630127,2838
2023-01-01 05:46:01.561000,481796D563E47316B270DD60CE306A3E,android,US,5.6927170753479,3633
2023-01-02 02:09:11.241000,6205D7E3BCE6877EF1C4802A715EA136,android,US,5.71199989318848,2734
2022-12-29 23:34:40.438000,2825B46240776EDB225831C134668CA7,android,US,5.22960519790649,7228
2023-01-02 08:56:22.631000,0ACB37164851E304ECA1BF5DA0208BA6,android,GB,9.71825313568115,3708
2023-01-01 19:42:03.793000,621ACB9BB0DCE4051F142D8B7FEA01D2,ios,US,6.05534839630127,3851
2022-12-29 16:43:13.112000,24BFCCCDDE75D5838CC70BE3B2C8A4AA,ios,US,9.69696998596191,1980
2022-12-30 05:57:20.799000,18EB12146D62A0E0E9446D16A1EB7A6D,ios,US,6.06359004974365,3671
2023-01-03 00:22:34.448000,852410EEF60C50946C6CB95A32570691,ios,US,6.68205738067627,5676
2022-12-23 00:05:15.413000,B864CE4EF3964F3A41BF963C0BF6DF39,android,GB,9.43398094177246,1781
2023-01-02 19:45:11.962000,95C4FDBEE71E076C703131323E092372,ios,US,8.28220844268799,2997
2023-01-02 03:46:59.402000,6E0F3829A833F1207302BA1C336DC209,ios,US,4.69440984725952,2964
2022-12-11 22:17:35.272000,2FF7192B2976E8CC25B364BA71DD5168,ios,GB,6.05534839630127,2845
2022-12-23 19:42:23.316000,BCCE5C365E293E85AFE9F299E4027BCB,ios,US,6.05534839630127,3851
2022-12-16 13:53:44.502000,68B5D8412FE375CC146419B333A41B90,ios,US,4.69440984725952,2000
2022-12-29 15:37:48.551000,1F28AA389D22A4913847E889C31CF09E,android,US,5.61082935333252,3592
2022-12-31 20:47:02.989000,242BDFEA3C20756C945B90474A1295B0,android,US,6.01971244812012,3725
2022-12-30 21:01:15.013000,5AA000ADF6EF714E7736CEFBBC4E63B6,ios,US,6.46520853042603,3758
2023-01-01 18:29:51.490000,481CFEE7F36216B56ED7FAD0A24991E7,android,US,6.34104919433594,3606
2022-12-20 22:49:13.117000,559E7DD98A5FA74012C6DF4630DC98F3,ios,US,6.06359004974365,3662
2022-12-12 23:31:05.776000,1371B13524C3C5B99D9AFEA82C2A7A1C,android,US,5.87801170349121,5579
2022-12-09 22:33:59.989000,F831848F7BB1A96D0156B6E6AD834C65,ios,US,6.06359004974365,3671
2022-12-07 05:18:34.140000,A523FFA0073743414E7EF51445B96EB8,ios,AU,10.2272729873657,2939
2023-01-04 02:46:29.703000,B46824131516556E1D7EF6E198CBAAC5,ios,US,5.49353408813477,2973
2022-12-29 02:58:02.863000,9D831FF510E883B2AA5A58AEE3C26D23,android,US,5.81386423110962,7458
2022-12-11 03:05:05.744000,814DE59CC621562740CD566D792238BC,ios,US,5.41048765182495,3660
2022-12-30 18:32:28.965000,E09E3200AB9759525471BADC549DDDC5,ios,GB,6.06556415557861,3647
2022-12-31 03:11:58.946000,CA6AEC4D246259702F1E262450320250,android,AU,5.21080589294434,3738
2022-12-10 10:11:57.794000,1CE574D554F6484934819F576BF96B10,android,US,5.81607007980347,7770
2022-12-21 22:31:49.823000,4D6DF42340700776B5015E1FAF90CA6C,ios,US,8.28220844268799,2998
2023-01-02 10:04:29.284000,2C4F2993662902BEA829795C5FD4DBFF,android,AU,5.96165037155151,2790
2022-12-28 02:20:50.256000,B429E66557456FF3A25081D97A24F6C7,android,US,5.14326000213623,3581
2022-12-23 20:07:24.927000,865DCA76568E1DBF33B7EBB5D03634C5,ios,US,8.55598640441895,5645
2022-12-28 03:25:45.555000,FCD62DDECE07B2D9D714411CEDA8EF57,ios,US,5.49353408813477,3000
2022-12-06 04:47:44.877000,217EFD4CB27D7857CBA0E4F2A4638ED5,ios,US,4.69440984725952,2959
2022-12-19 11:17:16.866000,B5DA6045A51797DA41DAEF24C1F20015,android,US,5.82988548278809,2790
2023-01-03 09:32:54.212000,C46E2F67D19E6C95F07FB9573F1D4317,android,US,5.10675954818726,2821
2022-12-18 06:58:01.807000,9477CA708B6DC0C127B732800D1F9EC5,android,US,6.32521915435791,3468
2022-12-10 02:51:00.132000,D291BB1D63567F383A08216E7E587058,ios,CA,6.0540623664856,2838
2022-12-18 02:47:50.080000,E2D1FCA7861C1FBBB44A68EC7B1DAC0E,ios,CA,5.41048765182495,3717
2022-12-20 02:00:08.066000,083D7CA3A0EBE22756637EF67CF0B813,android,US,6.0455584526062,2786
